DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
02-Apr-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,603.63","1,603.63","1,603.63","1,591.84",11.79,0.74%,-,-
02-Apr-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,306.27","1,306.27","1,306.27","1,302.82",3.45,0.26%,-,-
03-Apr-20,EGAD,Eaagads Ltd,8.2,14,11,11,11,11,-,-,-,-
03-Apr-20,KUKZ,Kakuzi Plc,300,423.5,300,300,300,300,-,-,-,-
03-Apr-20,KAPC,Kapchorua Tea Kenya Plc,59,95,65,65,65,65,-,-,-,-
03-Apr-20,LIMT,Limuru Tea Plc,385,475,475,475,475,475,-,-,-,-
03-Apr-20,SASN,Sasini Plc,14.8,19.6,16.5,16.5,16.5,16.5,-,-,100,-
03-Apr-20,WTK,Williamson Tea Kenya Plc,92,165,105,111,109,106.25,2.75,2.59%,"1,200",-
03-Apr-20,CGEN,Car and General (K) Ltd,20,26,22.4,22.4,22.4,24,-1.6,6.67%,100,-
03-Apr-20,ABSA,ABSA Bank Kenya Plc,9.1,14.2,9.88,10,9.9,10,-0.1,1.00%,"666,200",-
03-Apr-20,BKG,BK Group Plc,16.4,28,22.4,22.4,22.4,22.4,-,-,-,-
03-Apr-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.6,12.95,12.9,12.85,0.05,0.39%,"116,800",-
03-Apr-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,87.75,88,87.75,85.5,2.25,2.63%,"11,300",-
03-Apr-20,EQTY,Equity Group Holdings Plc,30.5,55.5,33.8,34.3,34,33.85,0.15,0.44%,"2,356,800",-
03-Apr-20,HFCK,HF Group Ltd,3.49,7.9,4.2,4.2,4.2,4.19,0.01,0.24%,"1,800",-
03-Apr-20,IMH,I & M Holdings Plc,43.1,59,50,50,50,48.5,1.5,3.09%,"5,400",-
03-Apr-20,KCB,KCB Group Plc,33.75,55.5,34.3,35,34.6,34.25,0.35,1.02%,"369,700",-
03-Apr-20,NBK,National Bank of Kenya Ltd,3.4,4.38,4.12,4.12,4.12,4.12,-,-,-,-
03-Apr-20,NCBA,NCBA Group Plc,24.9,40,28,28.5,28.3,28.5,-0.2,0.70%,"31,500",-
03-Apr-20,SBIC,Stanbic Holdings Plc,76.5,118.5,96,96,96,95,1,1.05%,"27,200",-
03-Apr-20,SCBK,Standard Chartered Bank Kenya Ltd,161,220,184,185,185,180.75,4.25,2.35%,"5,200",-
03-Apr-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
03-Apr-20,EVRD,Eveready East Africa Ltd,0.75,1.28,0.77,0.85,0.78,0.85,-0.07,8.24%,"15,200",-
03-Apr-20,XPRS,Express Kenya Plc,4.15,7.34,5.5,5.5,5.5,5.5,-,-,700,-
03-Apr-20,KQ,Kenya Airways Plc,0.8,5.5,1.35,1.46,1.41,1.4,0.01,0.71%,"87,800",-
03-Apr-20,LKL,Longhorn Publishers Plc,4.26,8.6,4.85,5.3,4.96,5.24,-0.28,5.34%,"27,300",-
03-Apr-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.6,0.6,0.6,0.6,-,-,-,-
03-Apr-20,NMG,Nation Media Group Plc,13.45,49,24,25,24.55,24,0.55,2.29%,"2,500",-
03-Apr-20,SMER,Sameer Africa Plc,1.91,4.69,2.25,2.3,2.25,2.32,-0.07,3.02%,"4,800",-
03-Apr-20,SGL,Standard Group Plc,18,31,22,22,22,22,-,-,-,-
03-Apr-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,14.45,14.45,14.45,13.15,1.3,9.89%,200,-
03-Apr-20,UCHM,Uchumi Supermarket Plc,0.23,0.5,0.3,0.3,0.3,0.29,0.01,3.45%,"20,500",-
03-Apr-20,SCAN,WPP ScanGroup Plc,10.5,25,15.6,15.95,15.8,15.15,0.65,4.29%,"2,200",-
03-Apr-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
03-Apr-20,BAMB,Bamburi Cement Ltd,26,120,51,52,51,48,3,6.25%,"2,100",-
03-Apr-20,CRWN,Crown Paints Kenya Plc,45,85,58,58,58,58,-,-,-,-
03-Apr-20,CABL,East African Cables Ltd,1.44,3.98,1.65,1.65,1.65,1.52,0.13,8.55%,300,-
03-Apr-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,-,-
03-Apr-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.8,5,4.87,4.99,-0.12,2.40%,"161,900",-
03-Apr-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
03-Apr-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
03-Apr-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,1.79,1.9,1.86,1.8,0.06,3.33%,"159,200",-
03-Apr-20,TOTL,Total Kenya Ltd,22,30,24.9,24.9,24.9,24.95,-0.05,0.20%,"1,600",-
03-Apr-20,UMME,Umeme Ltd,5.68,8.6,6.2,6.2,6.2,6.2,-,-,-,-
03-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,7.1,6.96,6.56,0.4,6.10%,"132,300",-
03-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.2,2.3,2.29,2.3,-0.01,0.43%,"140,700",-
03-Apr-20,JUB,Jubilee Holdings Ltd,225,381,275,275,275,275,-,-,-,-
03-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.6,3,2.78,2.77,0.01,0.36%,"155,500",-
03-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.48,8.48,8.48,8.48,-,-,"2,000",-
03-Apr-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,15,-,-,-,-
03-Apr-20,CTUM,Centum Investment Company Plc,19.6,33.5,23,23.5,23.15,23,0.15,0.65%,"20,000",-
03-Apr-20,HAFR,Home Afrika Ltd,0.3,0.69,0.36,0.38,0.37,0.35,0.02,5.71%,"48,100",-
03-Apr-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
03-Apr-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.5,2.5,2.5,2.31,0.19,8.23%,300,-
03-Apr-20,TCL,Trans-Century Plc,1.42,4.03,1.8,1.8,1.8,1.8,-,-,-,-
03-Apr-20,NSE,Nairobi Securities Exchange Plc,7.04,13,8.7,9,8.96,9,-0.04,0.44%,"12,800",-
03-Apr-20,BOC,BOC Kenya Plc,53,72,62.75,62.75,62.75,61.75,1,1.62%,600,-
03-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,370,365,378.25,-13.25,3.50%,200,-
03-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,8.5,-,-,"1,000",-
03-Apr-20,EABL,East African Breweries Ltd,135,222.25,153.5,159.25,155.25,149,6.25,4.19%,"280,500",-
03-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.15,1.15,1.15,1.05,0.1,9.52%,"20,100",-
03-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
03-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
03-Apr-20,SCOM,Safaricom Plc,23.5,33.5,27.9,29.5,28.75,28.25,0.5,1.77%,"16,762,100",-
03-Apr-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,8.2,8.2,8.2,8.16,0.04,0.49%,"1,800",-
03-Apr-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,615.00","1,615.00","1,615.00","1,615.00",-,-,-,-
03-Apr-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,166.88,169.75,168.85,166.98,1.87,1.12%,-,-
03-Apr-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,177.25,181.79,180.48,177.89,2.59,1.46%,-,-
03-Apr-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,013.19","2,013.19","2,013.19","1,985.27",27.92,1.41%,-,-
03-Apr-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,208.81","3,208.81","3,208.81","3,162.82",45.99,1.45%,-,-
03-Apr-20,^NASI,NSE All-Share Index,124.3,171.36,138.68,138.68,138.68,136.68,2,1.46%,-,-
03-Apr-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,626.06","1,626.06","1,626.06","1,603.63",22.43,1.40%,-,-
03-Apr-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,322.03","1,322.03","1,322.03","1,306.27",15.76,1.21%,-,-
06-Apr-20,EGAD,Eaagads Ltd,8.2,14,10,10,10,11,-1,9.09%,100,-
06-Apr-20,KUKZ,Kakuzi Plc,300,423.5,301,301,301,300,1,0.33%,100,-
06-Apr-20,KAPC,Kapchorua Tea Kenya Plc,59,95,65,65,65,65,-,-,-,-
06-Apr-20,LIMT,Limuru Tea Plc,385,475,475,475,475,475,-,-,-,-
06-Apr-20,SASN,Sasini Plc,14.8,19.6,16.5,16.5,16.5,16.5,-,-,"1,300",-
06-Apr-20,WTK,Williamson Tea Kenya Plc,92,165,104,110,105.75,109,-3.25,2.98%,800,-
06-Apr-20,CGEN,Car and General (K) Ltd,20,26,22.4,22.4,22.4,22.4,-,-,-,-
06-Apr-20,ABSA,ABSA Bank Kenya Plc,9.1,14.2,9.88,10.15,9.92,9.9,0.02,0.20%,"288,100",-
06-Apr-20,BKG,BK Group Plc,16.4,28,22.4,22.4,22.4,22.4,-,-,-,-
06-Apr-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.35,12.9,12.4,12.9,-0.5,3.88%,"1,662,500",-
06-Apr-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,87.5,88,87.75,87.75,-,-,"8,400",-
06-Apr-20,EQTY,Equity Group Holdings Plc,30.5,55.5,33.8,34.95,34.2,34,0.2,0.59%,"2,698,000",-
06-Apr-20,HFCK,HF Group Ltd,3.49,7.9,4.1,4.2,4.18,4.2,-0.02,0.48%,"5,800",-
06-Apr-20,IMH,I & M Holdings Plc,43.1,59,48.5,51.25,48.95,50,-1.05,2.10%,"1,500",-
06-Apr-20,KCB,KCB Group Plc,33.75,55.5,34.75,36.2,34.8,34.6,0.2,0.58%,"2,360,300",-
06-Apr-20,NBK,National Bank of Kenya Ltd,3.4,4.38,4.12,4.12,4.12,4.12,-,-,-,-
06-Apr-20,NCBA,NCBA Group Plc,24.9,40,27.6,28,27.9,28.3,-0.4,1.41%,"27,400",-
06-Apr-20,SBIC,Stanbic Holdings Plc,76.5,118.5,95,97,95.75,96,-0.25,0.26%,"9,800",-
06-Apr-20,SCBK,Standard Chartered Bank Kenya Ltd,161,220,184.25,185,184.75,185,-0.25,0.14%,"6,900",-
06-Apr-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
06-Apr-20,EVRD,Eveready East Africa Ltd,0.75,1.28,0.84,0.85,0.85,0.78,0.07,8.97%,200,-
06-Apr-20,XPRS,Express Kenya Plc,4.15,7.34,5.5,5.5,5.5,5.5,-,-,-,-
06-Apr-20,KQ,Kenya Airways Plc,0.8,5.5,1.3,1.45,1.36,1.41,-0.05,3.55%,"295,100",-
06-Apr-20,LKL,Longhorn Publishers Plc,4.26,8.6,4.85,4.85,4.85,4.96,-0.11,2.22%,"2,900",-
06-Apr-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.6,0.6,0.6,0.6,-,-,-,-
06-Apr-20,NMG,Nation Media Group Plc,13.45,49,25,27,25.25,24.55,0.7,2.85%,"68,600",-
06-Apr-20,SMER,Sameer Africa Plc,1.91,4.69,2.25,2.25,2.25,2.25,-,-,-,-
06-Apr-20,SGL,Standard Group Plc,18,31,22,22,22,22,-,-,-,-
06-Apr-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,14.4,15.75,15.7,14.45,1.25,8.65%,"25,500",-
06-Apr-20,UCHM,Uchumi Supermarket Plc,0.23,0.5,0.3,0.3,0.3,0.3,-,-,"27,500",-
06-Apr-20,SCAN,WPP ScanGroup Plc,10.5,25,15.8,15.95,15.9,15.8,0.1,0.63%,"2,000",-
06-Apr-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
06-Apr-20,BAMB,Bamburi Cement Ltd,26,120,53,53,53,51,2,3.92%,100,-
06-Apr-20,CRWN,Crown Paints Kenya Plc,45,85,58,58,58,58,-,-,-,-
06-Apr-20,CABL,East African Cables Ltd,1.44,3.98,1.7,1.7,1.7,1.65,0.05,3.03%,"8,500",-
06-Apr-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,-,-
06-Apr-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.9,4.95,4.9,4.87,0.03,0.62%,"92,600",-
06-Apr-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
06-Apr-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
06-Apr-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,1.86,2.04,1.93,1.86,0.07,3.76%,"114,100",-
06-Apr-20,TOTL,Total Kenya Ltd,22,30,24.9,24.9,24.9,24.9,-,-,-,-
06-Apr-20,UMME,Umeme Ltd,5.68,8.6,6.2,6.2,6.2,6.2,-,-,-,-
06-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,7.02,7.6,7.38,6.96,0.42,6.03%,"56,400",-
06-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.25,2.32,2.27,2.29,-0.02,0.87%,"32,400",-
06-Apr-20,JUB,Jubilee Holdings Ltd,225,381,280,282,280.25,275,5.25,1.91%,600,-
06-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.51,2.8,2.72,2.78,-0.06,2.16%,"72,200",-
06-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.46,8.46,8.46,8.48,-0.02,0.24%,"4,000",-
06-Apr-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,15,-,-,-,-
06-Apr-20,CTUM,Centum Investment Company Plc,19.6,33.5,22.95,23.5,23.35,23.15,0.2,0.86%,"38,200",-
06-Apr-20,HAFR,Home Afrika Ltd,0.3,0.69,0.36,0.4,0.38,0.37,0.01,2.70%,"71,900",-
06-Apr-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
06-Apr-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.5,2.5,2.5,2.5,-,-,100,-
06-Apr-20,TCL,Trans-Century Plc,1.42,4.03,1.8,1.85,1.8,1.8,-,-,"5,200",-
06-Apr-20,NSE,Nairobi Securities Exchange Plc,7.04,13,8.84,9,8.94,8.96,-0.02,0.22%,"1,400",-
06-Apr-20,BOC,BOC Kenya Plc,53,72,62.75,62.75,62.75,62.75,-,-,-,-
06-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,365,360,365,-5,1.37%,"12,900",-
06-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.98,8.98,8.98,8.5,0.48,5.65%,400,-
06-Apr-20,EABL,East African Breweries Ltd,135,222.25,155,158,156,155.25,0.75,0.48%,"153,100",-
06-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.14,1.15,1.15,1.15,-,-,"22,000",-
06-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
06-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
06-Apr-20,SCOM,Safaricom Plc,23.5,33.5,26.9,28.5,27.55,28.75,-1.2,4.17%,"14,371,000",-
06-Apr-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,8,8.2,8.02,8.2,-0.18,2.20%,"1,000",-
06-Apr-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,615.00","1,615.00","1,615.00","1,615.00",-,-,-,-
06-Apr-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,165.69,170.1,166.85,168.85,-2,1.18%,-,-
06-Apr-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,175.12,181.62,177.12,180.48,-3.36,1.86%,-,-
06-Apr-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","2,016.20","2,016.20","2,016.20","2,013.19",3.01,0.15%,-,-
06-Apr-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,163.22","3,163.22","3,163.22","3,208.81",-45.59,1.42%,-,-
06-Apr-20,^NASI,NSE All-Share Index,124.3,171.36,135.52,135.52,135.52,138.68,-3.16,2.28%,-,-
06-Apr-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,609.71","1,609.71","1,609.71","1,626.06",-16.35,1.01%,-,-
06-Apr-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,306.27","1,306.27","1,306.27","1,322.03",-15.76,1.19%,-,-
07-Apr-20,EGAD,Eaagads Ltd,8.2,14,11,11,11,10,1,10.00%,200,-
07-Apr-20,KUKZ,Kakuzi Plc,300,423.5,301,301,301,301,-,-,-,-
07-Apr-20,KAPC,Kapchorua Tea Kenya Plc,59,95,71,71,71,65,6,9.23%,100,-
07-Apr-20,LIMT,Limuru Tea Plc,385,475,475,475,475,475,-,-,-,-
07-Apr-20,SASN,Sasini Plc,14.8,19.6,16.3,16.5,16.3,16.5,-0.2,1.21%,"1,900",-
07-Apr-20,WTK,Williamson Tea Kenya Plc,92,165,106,106,106,105.75,0.25,0.24%,200,-
07-Apr-20,CGEN,Car and General (K) Ltd,20,26,22.4,22.4,22.4,22.4,-,-,-,-
07-Apr-20,ABSA,ABSA Bank Kenya Plc,9.1,14.2,9.88,10.15,9.9,9.92,-0.02,0.20%,"468,000",-
07-Apr-20,BKG,BK Group Plc,16.4,28,22.4,22.4,22.4,22.4,-,-,-,-
07-Apr-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.2,12.8,12.35,12.4,-0.05,0.40%,"378,200",-
07-Apr-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,85,88,85.75,87.75,-2,2.28%,"2,900",-
07-Apr-20,EQTY,Equity Group Holdings Plc,30.5,55.5,33.6,34.45,33.65,34.2,-0.55,1.61%,"6,665,400",-
07-Apr-20,HFCK,HF Group Ltd,3.49,7.9,4.4,4.4,4.4,4.18,0.22,5.26%,100,-
07-Apr-20,IMH,I & M Holdings Plc,43.1,59,50,50,50,48.95,1.05,2.15%,"1,000",-
07-Apr-20,KCB,KCB Group Plc,33.75,55.5,34.4,35,34.5,34.8,-0.3,0.86%,"2,759,500",-
07-Apr-20,NBK,National Bank of Kenya Ltd,3.4,4.38,4.12,4.12,4.12,4.12,-,-,-,-
07-Apr-20,NCBA,NCBA Group Plc,24.9,40,27.2,28,27.95,27.9,0.05,0.18%,"24,200",-
07-Apr-20,SBIC,Stanbic Holdings Plc,76.5,118.5,95.75,95.75,95.75,95.75,-,-,-,-
07-Apr-20,SCBK,Standard Chartered Bank Kenya Ltd,161,220,184,185,184.25,184.75,-0.5,0.27%,"1,500",-
07-Apr-20,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
07-Apr-20,EVRD,Eveready East Africa Ltd,0.75,1.28,0.85,0.9,0.89,0.85,0.04,4.71%,"2,000",-
07-Apr-20,XPRS,Express Kenya Plc,4.15,7.34,5.5,5.5,5.5,5.5,-,-,-,-
07-Apr-20,KQ,Kenya Airways Plc,0.8,5.5,1.3,1.35,1.32,1.36,-0.04,2.94%,"255,400",-
07-Apr-20,LKL,Longhorn Publishers Plc,4.26,8.6,4.4,4.9,4.65,4.85,-0.2,4.12%,"7,000",-
07-Apr-20,NBV,Nairobi Business Ventures Ltd,0.49,0.99,0.6,0.6,0.6,0.6,-,-,-,-
07-Apr-20,NMG,Nation Media Group Plc,13.45,49,25,27,25,25.25,-0.25,0.99%,"175,000",-
07-Apr-20,SMER,Sameer Africa Plc,1.91,4.69,2.25,2.25,2.25,2.25,-,-,-,-
07-Apr-20,SGL,Standard Group Plc,18,31,22,22,22,22,-,-,-,-
07-Apr-20,TPSE,TPS Eastern Africa (Serena) Ltd,11.5,21.45,15.25,15.75,15.7,15.7,-,-,"81,800",-
07-Apr-20,UCHM,Uchumi Supermarket Plc,0.23,0.5,0.3,0.3,0.3,0.3,-,-,"8,000",-
07-Apr-20,SCAN,WPP ScanGroup Plc,10.5,25,15.9,16,16,15.9,0.1,0.63%,"62,100",-
07-Apr-20,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
07-Apr-20,BAMB,Bamburi Cement Ltd,26,120,48,51,48.15,53,-4.85,9.15%,"4,400",-
07-Apr-20,CRWN,Crown Paints Kenya Plc,45,85,58,58,58,58,-,-,-,-
07-Apr-20,CABL,East African Cables Ltd,1.44,3.98,1.7,1.7,1.7,1.7,-,-,100,-
07-Apr-20,PORT,East African Portland Cement Ltd,12.6,18.5,14.25,14.25,14.25,14.25,-,-,-,-
07-Apr-20,KEGN,Kenya Electricity Generating Company Plc,4,6.5,4.8,5,4.85,4.9,-0.05,1.02%,"247,800",-
07-Apr-20,KPLC-P4,KPLC-P4,5,5,5,5,5,5,-,-,-,-
07-Apr-20,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
07-Apr-20,KPLC,Kenya Power and Lighting Company Plc,1.63,4.15,1.8,2.02,1.93,1.93,-,-,"675,600",-
07-Apr-20,TOTL,Total Kenya Ltd,22,30,22.45,24.5,22.9,24.9,-2,8.03%,"12,700",-
07-Apr-20,UMME,Umeme Ltd,5.68,8.6,6.82,6.82,6.82,6.2,0.62,10.00%,"4,000",-
07-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,7,7.5,7.12,7.38,-0.26,3.52%,"48,900",-
07-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.1,2.3,2.28,2.27,0.01,0.44%,"111,500",-
07-Apr-20,JUB,Jubilee Holdings Ltd,225,381,282,283,282.25,280.25,2,0.71%,"1,200",-
07-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.6,2.85,2.67,2.72,-0.05,1.84%,"350,600",-
07-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.44,8.48,8.46,8.46,-,-,"2,200",-
07-Apr-20,SLAM,Sanlam Kenya Plc,13,20,16.4,16.4,16.4,15,1.4,9.33%,100,-
07-Apr-20,CTUM,Centum Investment Company Plc,19.6,33.5,23,23.5,23.25,23.35,-0.1,0.43%,"11,600",-
07-Apr-20,HAFR,Home Afrika Ltd,0.3,0.69,0.4,0.41,0.4,0.38,0.02,5.26%,"13,000",-
07-Apr-20,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
07-Apr-20,OCH,Olympia Capital Holdings Ltd,1.9,2.9,2.5,2.5,2.5,2.5,-,-,100,-
07-Apr-20,TCL,Trans-Century Plc,1.42,4.03,1.8,1.8,1.8,1.8,-,-,100,-
07-Apr-20,NSE,Nairobi Securities Exchange Plc,7.04,13,9,9.3,9,8.94,0.06,0.67%,"11,800",-
07-Apr-20,BOC,BOC Kenya Plc,53,72,63,68,63.25,62.75,0.5,0.80%,"2,100",-
07-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,360,-,-,-,-
07-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.98,9.14,9,8.98,0.02,0.22%,"1,100",-
07-Apr-20,EABL,East African Breweries Ltd,135,222.25,145.75,156,146.5,156,-9.5,6.09%,"160,100",-
07-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.15,1.15,1.15,1.15,-,-,100,-
07-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
07-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,"1,200",-
07-Apr-20,SCOM,Safaricom Plc,23.5,33.5,26.7,27.5,26.8,27.55,-0.75,2.72%,"15,545,200",-
07-Apr-20,FAHR,Stanlib Fahari Income-REIT,5.5,10,8,8.5,8.2,8.02,0.18,2.24%,"4,400",-
07-Apr-20,GLD,ABSA NewGold ETF,"1,235.00","1,835.00","1,615.00","1,615.00","1,615.00","1,615.00",-,-,-,-
07-Apr-20,^FNK15,FTSE NSE Kenya 15 Index,154.41,227.73,162.95,167.28,163.51,166.85,-3.34,2.00%,-,-
07-Apr-20,^FNK25,FTSE NSE Kenya 25 Index,162.87,238.71,172.63,177.3,173.1,177.12,-4.02,2.27%,-,-
07-Apr-20,^N20I,NSE 20-Share Index,"1,873.47","2,766.77","1,982.50","1,982.50","1,982.50","2,016.20",-33.7,1.67%,-,-
07-Apr-20,^N25I,NSE 25-Share Index,"2,943.60","4,207.90","3,100.16","3,100.16","3,100.16","3,163.22",-63.06,1.99%,-,-
07-Apr-20,^NASI,NSE All-Share Index,124.3,171.36,132.72,132.72,132.72,135.52,-2.8,2.07%,-,-
07-Apr-20,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,513.07","2,242.89","1,571.33","1,571.33","1,571.33","1,609.71",-38.38,2.38%,-,-
07-Apr-20,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,225.28","1,905.40","1,269.15","1,269.15","1,269.15","1,306.27",-37.12,2.84%,-,-
08-Apr-20,EGAD,Eaagads Ltd,8.2,14,11,11,11,11,-,-,-,-
08-Apr-20,KUKZ,Kakuzi Plc,300,423.5,301,301,301,301,-,-,-,-
08-Apr-20,KAPC,Kapchorua Tea Kenya Plc,59,95,71,71,71,71,-,-,-,-
08-Apr-20,LIMT,Limuru Tea Plc,385,475,475,475,475,475,-,-,-,-
08-Apr-20,SASN,Sasini Plc,14.8,19.6,16.5,16.5,16.5,16.3,0.2,1.23%,100,-
08-Apr-20,WTK,Williamson Tea Kenya Plc,92,165,106,106,106,106,-,-,"1,000",-
08-Apr-20,CGEN,Car and General (K) Ltd,20,26,22.4,22.4,22.4,22.4,-,-,-,-
08-Apr-20,ABSA,ABSA Bank Kenya Plc,9.1,14.2,9.86,9.9,9.9,9.9,-,-,"497,300",-
08-Apr-20,BKG,BK Group Plc,16.4,28,22.4,22.4,22.4,22.4,-,-,-,-
08-Apr-20,COOP,Co-operative Bank of Kenya Ltd,10.5,17,12.4,12.7,12.5,12.35,0.15,1.21%,"5,139,800",-
08-Apr-20,DTK,Diamond Trust Bank Kenya Ltd,67.75,127,85,85.75,85.25,85.75,-0.5,0.58%,"2,100",-
08-Apr-20,EQTY,Equity Group Holdings Plc,30.5,55.5,32.75,33.75,33.1,33.65,-0.55,1.63%,"2,428,600",-
08-Apr-20,HFCK,HF Group Ltd,3.49,7.9,4.2,4.4,4.2,4.4,-0.2,4.55%,"50,600",-
08-Apr-20,IMH,I & M Holdings Plc,43.1,59,49.5,51,50.25,50,0.25,0.50%,"2,000",-
08-Apr-20,KCB,KCB Group Plc,33.75,55.5,34.45,35,34.5,34.5,-,-,"1,056,800",-
08-Apr-20,NBK,National Bank of Kenya Ltd,3.4,4.38,4.12,4.12,4.12,4.12,-,-,-,-
08-Apr-20,NCBA,NCBA Group Plc,24.9,40,27.8,28,27.95,27.95,-,-,"31,000",-
