Date,Code,Name,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjusted Price
24-Feb-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.32,1.54,1.43,1.46,-0.03,-2.05%,99500,-
24-Feb-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
24-Feb-25,UNGA,Unga Group Ltd,14.4,28.25,20,22.2,21.2,21.45,-0.25,-1.17%,900,-
24-Feb-25,SCOM,Safaricom Plc,14.1,31,18.5,18.95,18.7,18.8,-0.1,-0.53%,1740500,-
24-Feb-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
24-Feb-25,GLD,ABSA NewGold ETF,3000,9800,3455,3455,3455,3455,-,-,-,-
24-Feb-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1371.9,1371.9,1371.9,1361.23,10.67,0.78%,-,-
24-Feb-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2265.08,2265.08,2265.08,2241.11,23.97,1.07%,-,-
24-Feb-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3590.24,3590.24,3590.24,3566.84,23.4,0.66%,-,-
24-Feb-25,^NASI,NSE All-Share Index,110.65,192.89,133.26,133.26,133.26,132.81,0.45,0.34%,-,-
24-Feb-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1153.54,1153.54,1153.54,1155.57,-2.03,-0.18%,-,-
24-Feb-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2656.56,2656.56,2656.56,2622.28,34.28,1.31%,-,-
24-Feb-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1767.62,1767.62,1767.62,1744.13,23.49,1.35%,-,-
25-Feb-25,EGAD,Eaagads Ltd,10.8,24.1,13,13,13,13,-,-,-,-
25-Feb-25,KUKZ,Kakuzi Plc,365,440,399.75,399.75,399.75,399.75,-,-,-,-
25-Feb-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,225,230,229.5,230,-0.5,-0.22%,1200,-
25-Feb-25,LIMT,Limuru Tea Plc,295,423.5,309.5,309.5,309.5,309.5,-,-,-,-
25-Feb-25,SASN,Sasini Plc,13.3,20.4,14.9,16,15.35,14.75,0.6,4.07%,2800,-
25-Feb-25,WTK,Williamson Tea Kenya Plc,160,350,214,216,215.5,216,-0.5,-0.23%,2700,-
25-Feb-25,CGEN,Car and General (K) Ltd,19.5,63,22.9,22.9,22.9,24.8,-1.9,-7.66%,500,-
25-Feb-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18.6,19.05,19,18.95,0.05,0.26%,406000,-
25-Feb-25,BKG,BK Group Plc,28.75,43.5,36.25,38,36.7,35.25,1.45,4.11%,1800,-
25-Feb-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,16.5,17,17,17,-,-,1634000,-
25-Feb-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,75,79,76.75,78,-1.25,-1.60%,32000,-
25-Feb-25,EQTY,Equity Group Holdings Plc,41.2,71,47.95,49,48.3,47.95,0.35,0.73%,620200,-
25-Feb-25,HFCK,HF Group Ltd,3.32,11.4,7.7,8.2,7.92,8.02,-0.1,-1.25%,36200,-
25-Feb-25,IMH,I & M Holdings Plc,28,46.2,35,35.95,35.45,35.05,0.4,1.14%,16400,-
25-Feb-25,KCB,KCB Group Plc,35,72.5,44.5,45,44.9,44.95,-0.05,-0.11%,504100,-
25-Feb-25,NCBA,NCBA Group Plc,40,100,48.5,49.95,49.05,48.95,0.1,0.20%,63400,-
25-Feb-25,SBIC,Stanbic Holdings Plc,125,202.5,148,150,150,149.25,0.75,0.50%,220100,-
25-Feb-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,291,300,298.25,292,6.25,2.14%,11700,-
25-Feb-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
25-Feb-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.27,1.3,1.29,1.29,-,-,3500,-
25-Feb-25,XPRS,Express Kenya Plc,2.8,10,3.7,3.7,3.7,3.65,0.05,1.37%,10900,-
25-Feb-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
25-Feb-25,KQ,Kenya Airways Plc,1.56,9.18,5.3,5.5,5.44,5.46,-0.02,-0.37%,150900,-
25-Feb-25,LKL,Longhorn Publishers Plc,2.1,3.47,3.42,3.42,3.42,3.43,-0.01,-0.29%,300,-
25-Feb-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,2.05,2.1,2.07,2.1,-0.03,-1.43%,10400,-
25-Feb-25,NMG,Nation Media Group Plc,10.05,15.5,13.8,14.95,14.55,14.35,0.2,1.39%,7300,-
25-Feb-25,SMER,Sameer Africa Plc,2.11,17,3.25,3.25,3.25,3.08,0.17,5.52%,1900,-
25-Feb-25,SGL,Standard Group Plc,4.5,7.14,6.54,6.54,6.54,6.48,0.06,0.93%,1200,-
25-Feb-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,16,17.5,16,15.95,0.05,0.31%,12500,-
25-Feb-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.34,0.36,0.35,0.34,0.01,2.94%,440600,-
25-Feb-25,SCAN,WPP ScanGroup Plc,1.8,4.02,3.33,3.66,3.57,3.33,0.24,7.21%,120300,-
25-Feb-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
25-Feb-25,BAMB,Bamburi Cement Ltd,47,67,57,57.5,57.25,57.5,-0.25,-0.43%,4200,-
25-Feb-25,CRWN,Crown Paints Kenya Plc,29,62,31,31,31,33.85,-2.85,-8.42%,800,-
25-Feb-25,CABL,East African Cables Plc,0.98,3.27,2.1,2.22,2.15,2.26,-0.11,-4.87%,156500,-
25-Feb-25,PORT,East African Portland Cement Ltd,24.5,64.25,33.5,36,33.65,36.95,-3.3,-8.93%,7800,-
25-Feb-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.87,5.04,4.95,4.96,-0.01,-0.20%,2201700,-
25-Feb-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
25-Feb-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
25-Feb-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,6.9,7.06,7,7,-,-,589200,-
25-Feb-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,24,24.5,24,23.85,0.15,0.63%,33100,-
25-Feb-25,UMME,Umeme Ltd,6.86,24.75,15,16.65,16.1,16.35,-0.25,-1.53%,27700,-
25-Feb-25,BRIT,Britam Holdings Plc,5.52,9.4,7.06,7.5,7.42,7.4,0.02,0.27%,153400,-
25-Feb-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.95,3.09,3,2.99,0.01,0.33%,271100,-
25-Feb-25,JUB,Jubilee Holdings Ltd,162,335.5,205,205,205,202,3,1.49%,5200,-
25-Feb-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.78,1.84,1.8,1.82,-0.02,-1.10%,2493600,-
25-Feb-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,7.5,7.98,7.94,7.5,0.44,5.87%,14700,-
25-Feb-25,SLAM,Sanlam Kenya Plc,3.9,11,7.3,7.3,7.3,7.3,-,-,500,-
25-Feb-25,CTUM,Centum Investment Company Plc,9.22,16.75,12.1,13.95,13.05,12.7,0.35,2.76%,40800,-
25-Feb-25,HAFR,Home Afrika Ltd,0.33,1.83,0.83,0.95,0.85,0.92,-0.07,-7.61%,300200,-
25-Feb-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
25-Feb-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.5,3.5,3.5,3.5,-,-,4000,-
25-Feb-25,TCL,Trans-Century Plc,0.36,1.78,1.26,1.33,1.29,1.32,-0.03,-2.27%,37400,-
25-Feb-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,6.6,6.8,6.62,6.6,0.02,0.30%,67800,-
25-Feb-25,AMAC,Africa Mega Agricorp Plc,51,80,56.5,56.5,56.5,56.5,-,-,-,-
25-Feb-25,BOC,BOC Kenya Plc,76,150,81,81,81,81,-,-,-,-
25-Feb-25,BAT,British American Tobacco Kenya Plc,345,452,372,399,375.75,371.5,4.25,1.14%,14800,-
25-Feb-25,CARB,Carbacid Investments Plc,16.25,32.2,21.4,21.95,21.55,21.65,-0.1,-0.46%,43900,-
25-Feb-25,EABL,East African Breweries Ltd,162.25,250,185,190,189.75,186.5,3.25,1.74%,267100,-
25-Feb-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.29,1.49,1.3,1.43,-0.13,-9.09%,149200,-
25-Feb-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
25-Feb-25,UNGA,Unga Group Ltd,14.4,28.25,22,22.2,22.2,21.2,1,4.72%,1400,-
25-Feb-25,SCOM,Safaricom Plc,14.1,31,18.2,18.75,18.5,18.7,-0.2,-1.07%,4531400,-
25-Feb-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
25-Feb-25,GLD,ABSA NewGold ETF,3000,9800,3455,3455,3455,3455,-,-,-,-
25-Feb-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1375.25,1375.25,1375.25,1371.9,3.35,0.24%,-,-
25-Feb-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2280.56,2280.56,2280.56,2265.08,15.48,0.68%,-,-
25-Feb-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3602.8,3602.8,3602.8,3590.24,12.56,0.35%,-,-
25-Feb-25,^NASI,NSE All-Share Index,110.65,192.89,133.26,133.26,133.26,133.26,-,-,-,-
25-Feb-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1152.83,1152.83,1152.83,1153.54,-0.71,-0.06%,-,-
25-Feb-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2669.73,2669.73,2669.73,2656.56,13.17,0.50%,-,-
25-Feb-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1776.38,1776.38,1776.38,1767.62,8.76,0.50%,-,-
26-Feb-25,EGAD,Eaagads Ltd,10.8,24.1,13,13,13,13,-,-,-,-
26-Feb-25,KUKZ,Kakuzi Plc,365,440,399.75,399.75,399.75,399.75,-,-,-,-
26-Feb-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,210,230,221,229.5,-8.5,-3.70%,900,-
26-Feb-25,LIMT,Limuru Tea Plc,295,423.5,309.5,309.5,309.5,309.5,-,-,-,-
26-Feb-25,SASN,Sasini Plc,13.3,20.4,15,16,15.4,15.35,0.05,0.33%,1700,-
26-Feb-25,WTK,Williamson Tea Kenya Plc,160,350,216,216,216,215.5,0.5,0.23%,1400,-
26-Feb-25,CGEN,Car and General (K) Ltd,19.5,63,22.35,22.6,22.55,22.9,-0.35,-1.53%,3900,-
26-Feb-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,18.8,19.1,19,19,-,-,149400,-
26-Feb-25,BKG,BK Group Plc,28.75,43.5,36.5,36.5,36.5,36.7,-0.2,-0.54%,10500,-
26-Feb-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,16.8,17,16.95,17,-0.05,-0.29%,709100,-
26-Feb-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,75.5,80,77.5,76.75,0.75,0.98%,7100,-
26-Feb-25,EQTY,Equity Group Holdings Plc,41.2,71,47.85,48.5,48.15,48.3,-0.15,-0.31%,142200,-
26-Feb-25,HFCK,HF Group Ltd,3.32,11.4,8,8.26,8.2,7.92,0.28,3.54%,148300,-
26-Feb-25,IMH,I & M Holdings Plc,28,46.2,35.45,35.85,35.8,35.45,0.35,0.99%,41300,-
26-Feb-25,KCB,KCB Group Plc,35,72.5,44.15,44.8,44.7,44.9,-0.2,-0.45%,5055800,-
26-Feb-25,NCBA,NCBA Group Plc,40,100,49.05,50,49.75,49.05,0.7,1.43%,7800,-
26-Feb-25,SBIC,Stanbic Holdings Plc,125,202.5,149.25,154.75,150,150,-,-,11100,-
26-Feb-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,298,310,305.25,298.25,7,2.35%,54100,-
26-Feb-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
26-Feb-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.27,1.33,1.3,1.29,0.01,0.78%,13100,-
26-Feb-25,XPRS,Express Kenya Plc,2.8,10,3.7,3.7,3.7,3.7,-,-,-,-
26-Feb-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
26-Feb-25,KQ,Kenya Airways Plc,1.56,9.18,5.4,5.5,5.5,5.44,0.06,1.10%,55700,-
26-Feb-25,LKL,Longhorn Publishers Plc,2.1,3.47,3.42,3.42,3.42,3.42,-,-,400,-
26-Feb-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,2.02,2.11,2.08,2.07,0.01,0.48%,2700,-
26-Feb-25,NMG,Nation Media Group Plc,10.05,15.5,13.7,14.5,14.15,14.55,-0.4,-2.75%,21800,-
26-Feb-25,SMER,Sameer Africa Plc,2.11,17,3,3.29,3.2,3.25,-0.05,-1.54%,5100,-
26-Feb-25,SGL,Standard Group Plc,4.5,7.14,6.54,6.54,6.54,6.54,-,-,-,-
26-Feb-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,16,17.6,16.4,16,0.4,2.50%,1700,-
26-Feb-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.35,0.38,0.37,0.35,0.02,5.71%,716900,-
26-Feb-25,SCAN,WPP ScanGroup Plc,1.8,4.02,3.29,3.5,3.31,3.57,-0.26,-7.28%,20200,-
26-Feb-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
26-Feb-25,BAMB,Bamburi Cement Ltd,47,67,56.5,57,56.5,57.25,-0.75,-1.31%,6300,-
26-Feb-25,CRWN,Crown Paints Kenya Plc,29,62,31,31,31,31,-,-,1400,-
26-Feb-25,CABL,East African Cables Plc,0.98,3.27,2,2.21,2.07,2.15,-0.08,-3.72%,62600,-
26-Feb-25,PORT,East African Portland Cement Ltd,24.5,64.25,33.5,33.6,33.5,33.65,-0.15,-0.45%,500,-
26-Feb-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.86,5,4.95,4.95,-,-,2059800,-
26-Feb-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
26-Feb-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
26-Feb-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,6.94,7,6.98,7,-0.02,-0.29%,631300,-
26-Feb-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,24,24,24,24,-,-,300,-
26-Feb-25,UMME,Umeme Ltd,6.86,24.75,16,16.65,16.05,16.1,-0.05,-0.31%,419900,-
26-Feb-25,BRIT,Britam Holdings Plc,5.52,9.4,7.42,8.08,7.7,7.42,0.28,3.77%,105300,-
26-Feb-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.96,3.08,3,3,-,-,82200,-
26-Feb-25,JUB,Jubilee Holdings Ltd,162,335.5,210,210,210,205,5,2.44%,10700,-
26-Feb-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.75,1.82,1.79,1.8,-0.01,-0.56%,4869600,-
26-Feb-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,7.5,7.5,7.5,7.94,-0.44,-5.54%,1700,-
26-Feb-25,SLAM,Sanlam Kenya Plc,3.9,11,6.58,7.1,6.58,7.3,-0.72,-9.86%,9000,-
26-Feb-25,CTUM,Centum Investment Company Plc,9.22,16.75,13.5,14.35,14.1,13.05,1.05,8.05%,80300,-
26-Feb-25,HAFR,Home Afrika Ltd,0.33,1.83,0.85,0.92,0.87,0.85,0.02,2.35%,265000,-
26-Feb-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
26-Feb-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.15,3.5,3.46,3.5,-0.04,-1.14%,2000,-
26-Feb-25,TCL,Trans-Century Plc,0.36,1.78,1.29,1.41,1.36,1.29,0.07,5.43%,404300,-
26-Feb-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,6.62,6.8,6.64,6.62,0.02,0.30%,3100,-
26-Feb-25,AMAC,Africa Mega Agricorp Plc,51,80,56.5,56.5,56.5,56.5,-,-,-,-
26-Feb-25,BOC,BOC Kenya Plc,76,150,80.25,80.25,80.25,81,-0.75,-0.93%,200,-
26-Feb-25,BAT,British American Tobacco Kenya Plc,345,452,365,398,372.5,375.75,-3.25,-0.86%,55600,-
26-Feb-25,CARB,Carbacid Investments Plc,16.25,32.2,21.15,21.9,21.5,21.55,-0.05,-0.23%,27600,-
26-Feb-25,EABL,East African Breweries Ltd,162.25,250,185,191,189.75,189.75,-,-,8300,-
26-Feb-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.25,1.39,1.29,1.3,-0.01,-0.77%,383600,-
26-Feb-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
26-Feb-25,UNGA,Unga Group Ltd,14.4,28.25,22.2,24.4,22.4,22.2,0.2,0.90%,1700,-
26-Feb-25,SCOM,Safaricom Plc,14.1,31,18,18.5,18.15,18.5,-0.35,-1.89%,5424300,-
26-Feb-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,-,-
26-Feb-25,GLD,ABSA NewGold ETF,3000,9800,3455,3455,3455,3455,-,-,-,-
26-Feb-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1370.3,1370.3,1370.3,1375.25,-4.95,-0.36%,-,-
26-Feb-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2288.37,2288.37,2288.37,2280.56,7.81,0.34%,-,-
26-Feb-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3597.89,3597.89,3597.89,3602.8,-4.91,-0.14%,-,-
26-Feb-25,^NASI,NSE All-Share Index,110.65,192.89,132.64,132.64,132.64,133.26,-0.62,-0.47%,-,-
26-Feb-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1154.41,1154.41,1154.41,1152.83,1.58,0.14%,-,-
26-Feb-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2661.56,2661.56,2661.56,2669.73,-8.17,-0.31%,-,-
26-Feb-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1770.94,1770.94,1770.94,1776.38,-5.44,-0.31%,-,-
27-Feb-25,EGAD,Eaagads Ltd,10.8,24.1,13,13,13,13,-,-,-,-
27-Feb-25,KUKZ,Kakuzi Plc,365,440,410,410,410,399.75,10.25,2.56%,100,-
27-Feb-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,230,230,230,221,9,4.07%,300,-
27-Feb-25,LIMT,Limuru Tea Plc,295,423.5,309.5,309.5,309.5,309.5,-,-,-,-
27-Feb-25,SASN,Sasini Plc,13.3,20.4,15.2,16,15.8,15.4,0.4,2.60%,1000,-
27-Feb-25,WTK,Williamson Tea Kenya Plc,160,350,215.5,216,216,216,-,-,3200,-
27-Feb-25,CGEN,Car and General (K) Ltd,19.5,63,24.8,24.8,24.8,22.55,2.25,9.98%,200,-
27-Feb-25,ABSA,ABSA Bank Kenya Plc,14.55,26.25,19,19.1,19.1,19,0.1,0.53%,334900,-
27-Feb-25,BKG,BK Group Plc,28.75,43.5,35.2,36,35.85,36.5,-0.65,-1.78%,5000,-
27-Feb-25,COOP,Co-operative Bank of Kenya Ltd,13.5,25.2,16.5,16.95,16.75,16.95,-0.2,-1.18%,137700,-
27-Feb-25,DTK,Diamond Trust Bank Kenya Ltd,51.25,118,76.5,78,77,77.5,-0.5,-0.65%,98300,-
27-Feb-25,EQTY,Equity Group Holdings Plc,41.2,71,48,49,48.45,48.15,0.3,0.62%,325000,-
27-Feb-25,HFCK,HF Group Ltd,3.32,11.4,7.92,8.2,8,8.2,-0.2,-2.44%,53200,-
27-Feb-25,IMH,I & M Holdings Plc,28,46.2,35.45,35.95,35.8,35.8,-,-,1087500,-
27-Feb-25,KCB,KCB Group Plc,35,72.5,44.3,44.9,44.8,44.7,0.1,0.22%,7286700,-
27-Feb-25,NCBA,NCBA Group Plc,40,100,49.7,52,50,49.75,0.25,0.50%,304400,-
27-Feb-25,SBIC,Stanbic Holdings Plc,125,202.5,150.5,159,152.75,150,2.75,1.83%,2100,-
27-Feb-25,SCBK,Standard Chartered Bank Kenya Ltd,232,347.5,300,310,300,305.25,-5.25,-1.72%,178100,-
27-Feb-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
27-Feb-25,EVRD,Eveready East Africa Ltd,0.75,1.62,1.33,1.4,1.38,1.3,0.08,6.15%,33500,-
27-Feb-25,XPRS,Express Kenya Plc,2.8,10,3.7,3.7,3.7,3.7,-,-,-,-
27-Feb-25,HBE,Homeboyz Entertainment Plc,4.66,4.66,4.66,4.66,4.66,4.66,-,-,-,-
27-Feb-25,KQ,Kenya Airways Plc,1.56,9.18,5.4,5.98,5.5,5.5,-,-,384900,-
27-Feb-25,LKL,Longhorn Publishers Plc,2.1,3.47,3.08,3.2,3.08,3.42,-0.34,-9.94%,23100,-
27-Feb-25,NBV,Nairobi Business Ventures Ltd,1.48,2.31,2.02,2.08,2.04,2.08,-0.04,-1.92%,3700,-
27-Feb-25,NMG,Nation Media Group Plc,10.05,15.5,13.05,14.8,13.95,14.15,-0.2,-1.41%,24600,-
27-Feb-25,SMER,Sameer Africa Plc,2.11,17,3,3.25,3.09,3.2,-0.11,-3.44%,1100,-
27-Feb-25,SGL,Standard Group Plc,4.5,7.14,6,6.38,6.12,6.54,-0.42,-6.42%,300,-
27-Feb-25,TPSE,TPS Eastern Africa (Serena) Ltd,13,18.7,16.4,16.4,16.4,16.4,-,-,-,-
27-Feb-25,UCHM,Uchumi Supermarket Plc,0.16,0.48,0.37,0.39,0.38,0.37,0.01,2.70%,89400,-
27-Feb-25,SCAN,WPP ScanGroup Plc,1.8,4.02,3.15,3.5,3.25,3.31,-0.06,-1.81%,17100,-
27-Feb-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
27-Feb-25,BAMB,Bamburi Cement Ltd,47,67,53.5,59,56.5,56.5,-,-,60000,-
27-Feb-25,CRWN,Crown Paints Kenya Plc,29,62,31,31,31,31,-,-,-,-
27-Feb-25,CABL,East African Cables Plc,0.98,3.27,2.01,2.22,2.21,2.07,0.14,6.76%,90300,-
27-Feb-25,PORT,East African Portland Cement Ltd,24.5,64.25,33,33,33,33.5,-0.5,-1.49%,300,-
27-Feb-25,KEGN,Kenya Electricity Generating Company Plc,3.3,10.75,4.9,5,4.93,4.95,-0.02,-0.40%,260200,-
27-Feb-25,KPLC-P4,KPLC-P4,4,4.51,4,4,4,4,-,-,-,-
27-Feb-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
27-Feb-25,KPLC,Kenya Power and Lighting Company Plc,3.1,15.8,6.94,7,6.98,6.98,-,-,870400,-
27-Feb-25,TOTL,TotalEnergies Marketing Kenya Plc,19.3,47,23.95,23.95,23.95,24,-0.05,-0.21%,1600,-
27-Feb-25,UMME,Umeme Ltd,6.86,24.75,16,16.5,16,16.05,-0.05,-0.31%,71200,-
27-Feb-25,BRIT,Britam Holdings Plc,5.52,9.4,7.7,8.1,7.92,7.7,0.22,2.86%,170600,-
27-Feb-25,CIC,CIC Insurance Group Ltd,1.98,5.7,2.97,3,2.98,3,-0.02,-0.67%,86400,-
27-Feb-25,JUB,Jubilee Holdings Ltd,162,335.5,210,210,210,210,-,-,10600,-
27-Feb-25,KNRE,Kenya Re-Insurance Corporation Ltd,1.05,3.77,1.79,1.82,1.8,1.79,0.01,0.56%,2315900,-
27-Feb-25,LBTY,Liberty Kenya Holdings Ltd,5.82,12.2,7.2,8,7.78,7.5,0.28,3.73%,700,-
27-Feb-25,SLAM,Sanlam Kenya Plc,3.9,11,7,7.22,7.12,6.58,0.54,8.21%,200,-
27-Feb-25,CTUM,Centum Investment Company Plc,9.22,16.75,12.85,15.5,15.15,14.1,1.05,7.45%,71600,-
27-Feb-25,HAFR,Home Afrika Ltd,0.33,1.83,0.85,0.9,0.89,0.87,0.02,2.30%,215600,-
27-Feb-25,KURV,Kurwitu Ventures Ltd,1500,1500,1500,1500,1500,1500,-,-,-,-
27-Feb-25,OCH,Olympia Capital Holdings Ltd,2.7,8.22,3.46,3.46,3.46,3.46,-,-,100,-
27-Feb-25,TCL,Trans-Century Plc,0.36,1.78,1.34,1.4,1.35,1.36,-0.01,-0.74%,284800,-
27-Feb-25,NSE,Nairobi Securities Exchange Plc,5.5,21.3,6.6,7,6.64,6.64,-,-,13700,-
27-Feb-25,AMAC,Africa Mega Agricorp Plc,51,80,56.5,56.5,56.5,56.5,-,-,-,-
27-Feb-25,BOC,BOC Kenya Plc,76,150,84,84,84,80.25,3.75,4.67%,5000,-
27-Feb-25,BAT,British American Tobacco Kenya Plc,345,452,370,373.5,372,372.5,-0.5,-0.13%,145500,-
27-Feb-25,CARB,Carbacid Investments Plc,16.25,32.2,19.5,21.5,20.05,21.5,-1.45,-6.74%,121600,-
27-Feb-25,EABL,East African Breweries Ltd,162.25,250,185,195,185.75,189.75,-4,-2.11%,386500,-
27-Feb-25,FTGH,Flame Tree Group Holdings Ltd,0.85,2.33,1.25,1.41,1.27,1.29,-0.02,-1.55%,284800,-
27-Feb-25,MSC,Mumias Sugar Company Ltd,0.27,0.27,0.27,0.27,0.27,0.27,-,-,-,-
27-Feb-25,UNGA,Unga Group Ltd,14.4,28.25,24.4,24.6,24.55,22.4,2.15,9.60%,1100,-
27-Feb-25,SCOM,Safaricom Plc,14.1,31,18,18.3,18.1,18.15,-0.05,-0.28%,1103900,-
27-Feb-25,LAPR,Laptrust Imara Income-REIT,20,20,20,20,20,20,-,-,2000000,-
27-Feb-25,GLD,ABSA NewGold ETF,3000,9800,3455,3455,3455,3455,-,-,-,-
27-Feb-25,^N10I,NSE 10-Share Index,1170.1,2012.04,1367.56,1367.56,1367.56,1370.3,-2.74,-0.20%,-,-
27-Feb-25,^N20I,NSE 20-Share Index,1823.17,3253.85,2293.51,2293.51,2293.51,2288.37,5.14,0.22%,-,-
27-Feb-25,^N25I,NSE 25-Share Index,3063.32,5206.47,3596.05,3596.05,3596.05,3597.89,-1.84,-0.05%,-,-
27-Feb-25,^NASI,NSE All-Share Index,110.65,192.89,132.35,132.35,132.35,132.64,-0.29,-0.22%,-,-
27-Feb-25,^NBDI,NSE Bonds Index,1019.4,1197.84,1149.39,1149.39,1149.39,1154.41,-5.02,-0.43%,-,-
27-Feb-25,^ZKEQTK,Zamara Kenya Equity Index (KES),2283.83,4174.69,2651.85,2651.85,2651.85,2661.56,-9.71,-0.36%,-,-
27-Feb-25,^ZKEQTU,Zamara Kenya Equity Index (USD),1515.51,2782.05,1766.53,1766.53,1766.53,1770.94,-4.41,-0.25%,-,-
28-Feb-25,EGAD,Eaagads Ltd,10.8,24.1,13,13,13,13,-,-,-,-
28-Feb-25,KUKZ,Kakuzi Plc,365,440,410,410,410,410,-,-,-,-
28-Feb-25,KAPC,Kapchorua Tea Kenya Plc,198,424.25,230,230,230,230,-,-,500,-
